age,income,score,constant_col,label
39.96714153011233,48081.2361277885,778.5800158650832,42,0
33.61735698828815,35666.89339099362,742.5457561784965,42,0
41.47688538100692,25903.30519613641,603.3023856870786,42,0
50.23029856408026,53051.954538008344,695.228864385802,42,0
32.658466252766644,38654.73882073545,699.6397460909432,42,0
32.6586304305082,28666.19435603489,584.1635310807458,42,0
50.79212815507391,40301.4067363621,850.339830176715,42,0
42.67434729152909,33776.779945784074,787.7362290575671,42,0
30.305256140650478,75307.12452608848,677.9035826170336,42,0
40.42560043585965,63224.59635424176,702.6885838994531,42,0
30.365823071875376,49880.41038025074,720.8382807947553,42,0
30.34270246429743,72199.16208335038,495.82651315757096,42,0
37.41962271566034,51160.524614714275,675.2822617479403,42,0
15.86719755342202,37080.73698007604,631.8015752002201,42,0
17.750821674869673,72846.86115904486,599.8379990105085,42,0
29.377124707590273,58083.65065526988,671.8899707114045,42,0
24.87168879665576,34441.30768510315,879.7686526849523,42,0
38.142473325952736,47144.91982874588,764.084286126701,42,0
25.91975924478789,36865.726199228644,642.8821010217204,42,0
20.876962986647086,29258.00403553496,757.2582781356159,42,0
49.65648768921554,63892.66321297462,839.9355436586002,42,0
32.74223699513465,78641.24960705196,792.4633682912769,42,0
35.67528204687924,29021.486392712883,705.9630369920175,42,0
20.752518137865433,58444.538550358564,635.3063222294426,42,0
29.556172754748175,40240.361463172594,769.822331361359,42,0
36.10922589709866,42693.11924352956,739.348538542175,42,0
23.490064225776973,41114.09113641696,789.5193220027733,42,0
38.75698018345672,37040.138454802756,763.517180168197,42,0
28.99361310081195,50727.82441917241,804.9552715319335,42,0
32.083062502067236,37535.748253834434,646.4764788439433,42,0
28.98293387770603,54056.85238669758,831.7394065634326,42,0
53.522781845089376,49246.42835826294,719.75996046924,42,0
34.86502775262066,46415.77929700386,907.5260872625265,42,0
24.422890710440996,36386.545069376036,631.0812181910433,42,0
43.225449121031886,41348.43004147501,873.5963803165249,42,0
22.791563500289776,61330.86838738634,719.7910783462647,42,0
37.08863595004755,57513.75781436571,634.8581996385551,42,0
15.403298761202244,35336.67132802174,651.6114165945678,42,0
21.718139511015693,51489.98458143839,667.9652691805679,42,0
36.96861235869123,61270.80685057683,742.4165946401916,42,0
42.38466579995411,24958.920783179423,752.2835488035499,42,0
36.7136828118997,58150.402885699026,642.6299996061421,42,0
33.843517176117594,40060.643615812296,697.5645407739017,42,0
31.988963044107113,58558.98002889739,914.2270358611863,42,0
20.214780096325725,38551.11265186225,872.7543170100712,42,0
27.801557916052914,22926.768490032213,743.6323669674032,42,0
30.393612290402125,25586.86343175256,703.80034781682,42,0
45.57122226218915,50721.27419992073,712.0031326718262,42,0
38.43618289568462,53895.83752582223,761.3517972730417,42,0
17.36959844637266,36435.25062343387,597.7207434801594,42,0
38.24083969394795,59578.88688166061,674.2623462576655,42,0
31.149177195836835,25077.1990659656,533.1415926122411,42,0
28.230779996940413,49008.80302029025,739.922312260528,42,0
41.11676288840868,31834.75700356315,764.7195939702741,42,0
45.30999522495951,40222.45838296761,651.6813537700626,42,0
44.31280119116199,50710.98006974621,857.3986763290033,42,0
26.607824767773614,37093.799520740715,577.4234336997658,42,0
31.907876241487855,44231.66683655262,553.5625119790179,42,0
38.31263431403564,65094.39213821661,722.4451818559972,42,0
44.75545127122359,41346.62195715277,804.7098302612154,42,0
30.2082576215471,62535.38168097712,868.3927691457868,42,0
33.14341023336183,33054.397180135726,654.111573713106,42,0
23.936650259939718,57947.06266872924,807.8680833431296,42,0
23.037933759193294,71623.5293098685,696.1491530499293,42,0
43.125258223941984,12925.332498090662,682.737270005918,42,0
48.56240028570823,38046.57116794285,788.3659937486673,42,0
34.27989878419666,58656.081907708096,765.232287841342,42,0
45.03532897892024,46954.31920935511,542.360784301575,42,0
38.61636025047634,55567.188100569634,847.6540349725896,42,0
28.548802453948756,40940.22219926269,838.0091354147452,42,0
38.61395605508414,51298.8468120935,637.443729849047,42,0
50.38036566465969,47664.84146911881,739.5803533437409,42,0
34.64173960890049,67516.73092489711,749.4030186282739,42,0
50.64643655814006,53816.31264951819,726.0673765823907,42,0
8.802548959102555,55064.039931128034,644.969484615458,42,0
43.21902504375224,43821.84550816299,632.8376632061949,42,0
35.870470682381715,42685.906638912595,697.4445929008555,42,0
32.009926495341325,43511.627182705684,817.2729019259365,42,0
35.91760776535502,55916.78213567445,754.3600154594433,42,0
15.124310853991073,43685.232787696055,662.9385667913893,42,0
32.80328112162488,54346.62285344619,777.1698710648345,42,0
38.57112571511746,81131.01197968159,415.1457379369925,42,0
49.77894044741516,63066.87055147538,814.8765700372103,42,0
29.817297817263526,45109.647017482384,526.02862212219,42,0
26.915063971068122,68018.20883245918,663.7559058596868,42,0
29.982429564154636,43878.86940467673,588.0330105373856,42,0
44.15402117702074,19428.13197233219,570.5318524279094,42,0
38.287511096596845,34878.70533623894,816.0826787378519,42,0
29.702397962329613,21938.121184612166,653.2298798688108,42,0
40.13267433113356,44727.297739380374,734.6503881730716,42,0
35.9707754934804,50276.27568784328,695.3079421120816,42,0
44.68644990532889,75146.55968412924,747.7040827223121,42,0
27.979469061226474,54903.910606462436,707.6821891060256,42,0
31.723378534022316,46713.49206786704,571.700777581143,42,0
31.078918468678424,62441.083717752335,799.626681944714,42,0
20.364850518678814,16832.970364881723,650.6243416838688,42,0
37.96120277064576,53534.21837162849,544.3418101340249,42,0
37.610552721798896,61562.9779083045,657.1884839034087,42,0
35.05113456642461,27821.206313302377,850.0759790634311,42,0
32.65412866624853,67156.31064810394,785.0221742113492,42,0
20.84629257949586,55077.44611241621,665.134786559214,42,0
30.79354677234641,43770.681291487985,665.0742295681571,42,0
31.572854834732304,59491.72799159427,667.8364948782618,42,0
26.97722730778381,84060.39286706594,907.6747983560841,42,0
33.387142883339905,52727.99382587743,738.1935452231553,42,0
39.040508568145384,53723.30879450504,743.0041647191069,42,0
53.8618590121053,43109.58650689634,803.0283454031842,42,0
36.74577812831839,37252.33445802813,723.8789159026513,42,0
37.57550390722764,62455.03724816369,674.0957854179297,42,0
34.25554084233833,37158.74261136699,680.3650150915022,42,0
15.812287847009586,51073.49355829089,692.8398740585936,42,0
34.73486124550783,42835.13829852325,696.2777763490159,42,0
35.60230209941027,57184.697386195876,772.762954363698,42,0
59.63242112485286,55004.931579304226,705.1945885807299,42,0
33.076390352188774,65563.0991638685,773.264007721558,42,0
38.015473423336125,42349.75401717879,691.9283419891418,42,0
34.65288230294757,45951.87597059943,707.863519031609,42,0
23.313219623804677,35318.54426326539,500.17993154678925,42,0
46.42822814515021,43335.60109885833,791.6327674702482,42,0
42.519330326867745,55659.50739567279,734.6488475897993,42,0
42.910319470430466,61354.829249680275,799.8010109859653,42,0
25.90612545205261,36167.52013733562,410.3744621806311,42,0
49.02794310936099,63044.088801584905,908.8374704780728,42,0
20.981489372077192,70334.56788207426,686.0410371844827,42,0
40.868570938002705,56201.523548355515,810.8182816737517,42,0
56.90455625809979,78151.937188371,596.009407287447,42,0
25.094636748693116,38393.1620134464,761.277390506257,42,0
29.33702270397228,31330.179450328746,594.6584436826344,42,0
35.99651365087641,23319.19626643582,637.6231039304195,42,0
29.965243458838007,72440.66467233775,891.4031353866786,42,0
19.493365689338674,59815.484845310864,680.9317599236654,42,0
35.68562974806027,49166.229936343174,721.7432873179723,42,0
24.37696286273895,54199.529394797304,787.0067730688754,42,0
39.73592430635182,33117.66429052435,749.5681887972605,42,0
25.80575765766197,86686.27969425239,715.0418905143576,42,0
50.499344050175395,51938.31772962841,736.4961002466225,42,0
27.167467076637628,51640.92191907339,940.3415585238275,42,0
31.779384837943244,60886.49935848038,694.2381202966415,42,0
43.135172173696695,57215.1384760507,720.1099046714968,42,0
22.69135683566045,53358.26036418697,805.0654396007612,42,0
37.27459934604129,38142.88316832032,810.5525932957984,42,0
48.07142754282428,57072.025357039936,818.703030556038,42,0
18.925167654387725,78230.3674471255,763.8730222029185,42,0
36.84633858532304,70181.30069232467,585.6995087269516,42,0
37.598827942484235,73897.79939959096,863.3431532301096,42,0
42.8182287177731,42331.76485353222,585.3654606981312,42,0
22.63049289121918,35155.92769612129,730.2635465239033,42,0
21.795433869157236,48113.19619850528,624.5724149980642,42,0
40.21941565616898,50835.87368433042,693.5861653407007,42,0
37.96984673233186,66412.87277706423,732.8762410303481,42,0
37.504928503458764,24613.03055427771,732.1357215450273,42,0
38.46448209496975,72943.2547919092,742.1920754235284,42,0
28.199752784215093,47629.88152131516,861.3711269058647,42,0
37.322536971610035,43596.7839507887,745.353430151398,42,0
37.93072473298681,34818.434371097486,675.5843364709351,42,0
27.85648581973632,25177.14992201346,796.4087168288357,42,0
53.65774511144757,62347.55875942872,818.9470488924641,42,0
39.73832920911788,51099.76950782606,577.2392184863007,42,0
23.086965027973513,30650.58650388419,759.7400069849858,42,0
41.5655360863383,30573.818419045758,770.1172742310898,42,0
25.253183297726785,44963.229510648074,670.2436496640008,42,0
42.87084603742452,75035.32287934089,837.570681331162,42,0
46.58595579007404,46106.12972954593,684.9944412967474,42,0
26.793176816482895,27452.855703228408,712.5576453471542,42,0
44.63376129244322,46313.85403871084,682.6928175716131,42,0
39.12780926936498,45909.146453784946,701.5579047581467,42,0
